gjmxh,,根茎马先蒿,Pedicularis rhizomatosa,,Latin 61209
ngyyq,,拟根叶亚群,Pedicularis Rhizophylliastrum,,Latin 61209
gyq,,根叶群,Pedicularis Rhizophyllum,,Latin 61209
hmmxh,,红毛马先蒿,Pedicularis rhodotricha,,Latin 61209
hcmxh,,喙齿马先蒿,Pedicularis rhynchodonta,,Latin 61209
hmmxh,,喙毛马先蒿,Pedicularis rhynchotricha,,Latin 61209
jtmxh,,坚挺马先蒿,Pedicularis rigida,,Latin 61209
njtmxh,,拟坚挺马先蒿,Pedicularis rigidiformis,,Latin 61209
jjyq,,坚茎亚群,Pedicularis Rigiocaulus,,Latin 61209
rzmxh,,日照马先蒿,Pedicularis rizhaoensis,,Latin 61209
lsmxh,,劳氏马先蒿,Pedicularis roborowskii,,Latin 61209
zjmxh,,壮健马先蒿,Pedicularis robusta,,Latin 61209
yymxh,,圆叶马先蒿,Pedicularis rotundifolia,,Latin 61209
lsmxh,,罗氏马先蒿,Pedicularis roylei,,Latin 61209
dhlsmxh,,大花罗氏马先蒿,Pedicularis roylei subsp. megalantha,,Latin 61209
xslsmxh,,萧氏罗氏马先蒿,Pedicularis roylei subsp. shawii,,Latin 61209
dklsmxh,,短盔罗氏马先蒿,Pedicularis roylei var. brevigaleata,,Latin 61209
hsmxh,,红色马先蒿,Pedicularis rubens,,Latin 61209
cymxh,,粗野马先蒿,Pedicularis rudis,,Latin 61209
kegmxh,,苦尔盖马先蒿,Pedicularis ruoergaiensis,,Latin 61209
yjmxh,,岩居马先蒿,Pedicularis rupicola,,Latin 61209
hhyjmxh,,黄花岩居马先蒿,Pedicularis rupicola f. flavescens,,Latin 61209
cxyjmxh,,川西岩居马先蒿,Pedicularis rupicola subsp. zambalensis,,Latin 61209
lymxh,,柳叶马先蒿,Pedicularis salicifolia,,Latin 61209
dshmxh,,丹参花马先蒿,Pedicularis salviaeflora,,Latin 61209
dshmxh,,丹参花马先蒿,Pedicularis salviiflora,,Latin 61209
hgdshmxh,,滑果丹参花马先蒿,Pedicularis salviiflora var. leiocarpa,,Latin 61209
jjq,,旌节群,Pedicularis Sceptrum,,Latin 61209
jjmxh,,旌节马先蒿,Pedicularis sceptrum-carolinum,,Latin 61209
ymjjmxh,,有毛旌节马先蒿,Pedicularis sceptrum-carolinum subsp. pubescens,,Latin 61209
lhmxh,,裂喙马先蒿,Pedicularis schizorhyncha,,Latin 61209
lhmxh,,裂喙马先蒿,Pedicularis schizorrhyncha,,Latin 61209
yxmxh,,鹬形马先蒿,Pedicularis scolopax,,Latin 61209
ssmxh,,赛氏马先蒿,Pedicularis semenovii,,Latin 61209
ssmxh,,赛氏马先蒿,Pedicularis semenowii,,Latin 61209
bnjmxh,,半扭卷马先蒿,Pedicularis semitorta,,Latin 61209
hyx,,蒿叶系,Pedicularis Ser. Abrotanifoliae,,Latin 61209
wjx,,无茎系,Pedicularis Ser. Acaules,,Latin 61209
bhx,,白花系,Pedicularis Ser. Albiflorae,,Latin 61209
alx,,阿洛系,Pedicularis Ser. Aloenses,,Latin 61209
fgx,,丰管系,Pedicularis Ser. Amplitubae,,Latin 61209
tjjyx,,铁角蕨叶系,Pedicularis Ser. Asplenifoliae,,Latin 61209
slx,,深绿系,Pedicularis Ser. Atrovirides,,Latin 61209
yhx,,腋花系,Pedicularis Ser. Axillares,,Latin 61209
btx,,巴塘系,Pedicularis Ser. Batangenses,,Latin 61209
ssx,,双生系,Pedicularis Ser. Binariae,,Latin 61209
dyx,,短叶系,Pedicularis Ser. Brevifoliae,,Latin 61209
rzx,,肉质系,Pedicularis Ser. Carnosae,,Latin 61209
gjsx,,高加索系,Pedicularis Ser. Caucasicae,,Latin 61209
fcx,,俯垂系,Pedicularis Ser. Cernuae,,Latin 61209
smjyx,,碎米蕨叶系,Pedicularis Ser. Cheilanthifoliae,,Latin 61209
pdx,,铺地系,Pedicularis Ser. Collatae,,Latin 61209
dmx,,多毛系,Pedicularis Ser. Comosae,,Latin 61209
jqx,,结球系,Pedicularis Ser. Coniferae,,Latin 61209
nzjx,,拟紫堇系,Pedicularis Ser. Corydaloides,,Latin 61209
ymx,,缘毛系,Pedicularis Ser. Craspedotrichae,,Latin 61209
dyx,,斗叶系,Pedicularis Ser. Cyathophyllae,,Latin 61209
ndyx,,拟斗叶系,Pedicularis Ser. Cyathophylloides,,Latin 61209
rxx,,弱小系,Pedicularis Ser. Debiles,,Latin 61209
tlx,,秃裸系,Pedicularis Ser. Denudatae,,Latin 61209
eqx,,二歧系,Pedicularis Ser. Dichotomae,,Latin 61209
xlx,,细裂系,Pedicularis Ser. Dissectae,,Latin 61209
czx,,长舟系,Pedicularis Ser. Dolichocymbae,,Latin 61209
zyx,,卓越系,Pedicularis Ser. Excelsae,,Latin 61209
njx,,拟蕨系,Pedicularis Ser. Filiculae,,Latin 61209
hyx,,火焰系,Pedicularis Ser. Flammeae,,Latin 61209
qjx,,曲茎系,Pedicularis Ser. Flexuosae,,Latin 61209
fsx,,佛氏系,Pedicularis Ser. Franchetianae,,Latin 61209
kpx,,糠粃系,Pedicularis Ser. Furfuraceae,,Latin 61209
xkx,,显盔系,Pedicularis Ser. Galcatae,,Latin 61209
clx,,灿烂系,Pedicularis Ser. Gloriosae,,Latin 61209
xxx,,纤细系,Pedicularis Ser. Graciles,,Latin 61209
yszx,,野苏子系,Pedicularis Ser. Grandiflorae,,Latin 61209
cmx,,粗毛系,Pedicularis Ser. Hirtellae,,Latin 61209
sjsx,,生驹氏系,Pedicularis Ser. Ikomanae,,Latin 61209
fwx,,复瓦系,Pedicularis Ser. Imbricatae,,Latin 61209
crx,,孱弱系,Pedicularis Ser. Infirmae,,Latin 61209
qyx,,全叶系,Pedicularis Ser. Integrifoliae,,Latin 61209
jlx,,甲拉系,Pedicularis Ser. Kialenses,,Latin 61209
gbx,,宫布系,Pedicularis Ser. Kongboenses,,Latin 61209
rsx,,绒舌系,Pedicularis Ser. Lachnoglossae,,Latin 61209
mkx,,毛颏系,Pedicularis Ser. Lasiophrydes,,Latin 61209
cjx,,长茎系,Pedicularis Ser. Longicaules,,Latin 61209
chx,,长花系,Pedicularis Ser. Longiflorae,,Latin 61209
qkx,,琴盔系,Pedicularis Ser. Lyratae,,Latin 61209
dhx,,大花系,Pedicularis Ser. Macranthae,,Latin 61209
chx,,长喙系,Pedicularis Ser. Macrorhynchae,,Latin 61209
shx,,硕花系,Pedicularis Ser. Megalanthae,,Latin 61209
slhx,,山罗花系,Pedicularis Ser. Melampyriflorae,,Latin 61209
msx,,迈氏系,Pedicularis Ser. Merrillianae,,Latin 61209
hslyx,,后生轮叶系,Pedicularis Ser. Metaverticillatae,,Latin 61209
qhx,,翘喙系,Pedicularis Ser. Meteororhynchae,,Latin 61209
xyx,,小叶系,Pedicularis Ser. Microphyllae,,Latin 61209
rmx,,柔毛系,Pedicularis Ser. Molles,,Latin 61209
mpx,,穆坪系,Pedicularis Ser. Moupinenses,,Latin 61209
xsx,,藓生系,Pedicularis Ser. Muscicolae,,Latin 61209
jsx,,菌生系,Pedicularis Ser. Mychophilae,,Latin 61209
wyx,,万叶系,Pedicularis Ser. Myriophyllae,,Latin 61209
xcgx,,新粗管系,Pedicularis Ser. Neolatitubae,,Latin 61209
jcx,,具齿系,Pedicularis Ser. Odontophorae,,Latin 61209
shx,,少花系,Pedicularis Ser. Oliganthae,,Latin 61209
emx,,峨眉系,Pedicularis Ser. Omiianae,,Latin 61209
jgx,,尖果系,Pedicularis Ser. Oxycarpae,,Latin 61209
zsx,,沼生系,Pedicularis Ser. Palustres,,Latin 61209
syx,,少叶系,Pedicularis Ser. Paucifoliatae,,Latin 61209
bcx,,篦齿系,Pedicularis Ser. Pectinatae,,Latin 61209
nbcx,,拟篦齿系,Pedicularis Ser. Pectinatiformes,,Latin 61209
wjx,,五角系,Pedicularis Ser. Pentagonae,,Latin 61209
fqlyyx,,法且利亚叶系,Pedicularis Ser. Phaceliaefoliae,,Latin 61209
msx,,绵穗系,Pedicularis Ser. Pilostachyae,,Latin 61209
zzx,,皱褶系,Pedicularis Ser. Plicatae,,Latin 61209
dyx,,多叶系,Pedicularis Ser. Polyphyllatae,,Latin 61209
bhx,,鼻喙系,Pedicularis Ser. Proboscideae,,Latin 61209
jtjjyx,,假铁角蕨叶系,Pedicularis Ser. Pseudo-asplenifoliae,,Latin 61209
jdhx,,假大花系,Pedicularis Ser. Pseudomacranthae,,Latin 61209
josx,,假欧氏系,Pedicularis Ser. Pseudo-oederianae,,Latin 61209
jyx,,蕨叶系,Pedicularis Ser. Pteridifoliae,,Latin 61209
dax,,低矮系,Pedicularis Ser. Pumilliones,,Latin 61209
zhx,,总花系,Pedicularis Ser. Racemosae,,Latin 61209
fqx,,反曲系,Pedicularis Ser. Recurvae,,Latin 61209
dwx,,大王系,Pedicularis Ser. Reges,,Latin 61209
slx,,疏裂系,Pedicularis Ser. Remotilobae,,Latin 61209
pxx,,爬行系,Pedicularis Ser. Reptantes,,Latin 61209
nbhx,,拟鼻花系,Pedicularis Ser. Rhinanthoides,,Latin 61209
hcx,,喙齿系,Pedicularis Ser. Rhynchodontae,,Latin 61209
jtx,,坚挺系,Pedicularis Ser. Rigidae,,Latin 61209
zjx,,壮健系,Pedicularis Ser. Robustae,,Latin 61209
mgx,,玫瑰系,Pedicularis Ser. Roseae,,Latin 61209
cyx,,粗野系,Pedicularis Ser. Rudes,,Latin 61209
lyx,,柳叶系,Pedicularis Ser. Salicifoliae,,Latin 61209
dshx,,丹参花系,Pedicularis Ser. Salviaeflorae,,Latin 61209
bnjx,,半扭卷系,Pedicularis Ser. Semitortae,,Latin 61209
xjx,,锡金系,Pedicularis Ser. Sikkimenses,,Latin 61209
xmx,,矽镁系,Pedicularis Ser. Simae,,Latin 61209
hwx,,红纹系,Pedicularis Ser. Striatae,,Latin 61209
qzx,,球状系,Pedicularis Ser. Strobilaceae,,Latin 61209
yjhx,,亚举喙系,Pedicularis Ser. Subsurrectae,,Latin 61209
stdx,,苏台德系,Pedicularis Ser. Sudeticae,,Latin 61209
hlx,,华丽系,Pedicularis Ser. Superbae,,Latin 61209
chx,,颤喙系,Pedicularis Ser. Tantalorhynchae,,Latin 61209
djx,,打箭系,Pedicularis Ser. Tatsienenses,,Latin 61209
mkx,,毛盔系,Pedicularis Ser. Trichoglossae,,Latin 61209
yyx,,阴郁系,Pedicularis Ser. Tristes,,Latin 61209
ckx,,茨口系,Pedicularis Ser. Tsekouenses,,Latin 61209
tex,,坛萼系,Pedicularis Ser. Urceolatae,,Latin 61209
msx,,蔓生系,Pedicularis Ser. Vagantes,,Latin 61209
lyx,,轮叶系,Pedicularis Ser. Verticillatae,,Latin 61209
wsx,,魏氏系,Pedicularis Ser. Wilsoniae,,Latin 61209
sxmxh,,山西马先蒿,Pedicularis shansiensis,,Latin 61209
xsmxh,,休氏马先蒿,Pedicularis sherriffii,,Latin 61209
zxhq,,之形花群,Pedicularis Sigmantha,,Latin 61209
zxhmxh,,之形喙马先蒿,Pedicularis sigmoidea,,Latin 61209
xmmxh,,矽镁马先蒿,Pedicularis sima,,Latin 61209
ghmxh,,管花马先蒿,Pedicularis siphonantha,,Latin 61209
bhghmxh,,白花管花马先蒿,Pedicularis siphonantha f. albiflora,,Latin 61209
tsghmxh,,台氏管花马先蒿,Pedicularis siphonantha var. delavayi,,Latin 61209
ssmxh,,史氏马先蒿,Pedicularis smithiana,,Latin 61209
zgemxh,,准噶尔马先蒿,Pedicularis songarica,,Latin 61209
hqymxh,,花楸叶马先蒿,Pedicularis sorbifolia,,Latin 61209
ssmxh,,苏氏马先蒿,Pedicularis souliei,,Latin 61209
blsmxh,,泊兰氏马先蒿,Pedicularis sparsiflora,,Latin 61209
thmxh,,团花马先蒿,Pedicularis sphaerantha,,Latin 61209
shmxh,,穗花马先蒿,Pedicularis spicata,,Latin 61209
xbshmxh,,显苞穗花马先蒿,Pedicularis spicata subsp. bracteata,,Latin 61209
xgshmxh,,狭果穗花马先蒿,Pedicularis spicata subsp. stenocarpa,,Latin 61209
ssmxh,,施氏马先蒿,Pedicularis stadlmanniana,,Latin 61209
ssmxh,,司氏马先蒿,Pedicularis steiningeri,,Latin 61209
xkmxh,,狭盔马先蒿,Pedicularis stenocorys,,Latin 61209
hmxkmxh,,黑毛狭盔马先蒿,Pedicularis stenocorys subsp. melanotricha,,Latin 61209
jxxkmxh,,极狭狭盔马先蒿,Pedicularis stenocorys var. angustissima,,Latin 61209
xsmxh,,狭室马先蒿,Pedicularis stenotheca,,Latin 61209
ssmxh,,斯氏马先蒿,Pedicularis stewardii,,Latin 61209
nhmxh,,扭喙马先蒿,Pedicularis streptorhyncha,,Latin 61209
hwmxh,,红纹马先蒿,Pedicularis striata,,Latin 61209
zshwmxh,,蛛丝红纹马先蒿,Pedicularis striata subsp. arachnoidea,,Latin 61209
qzmxh,,球状马先蒿,Pedicularis strobilacea,,Latin 61209
czmxh,,长柱马先蒿,Pedicularis stylosa,,Latin 61209
xxmxh,,纤细马先蒿,Pedicularis subsp. gracilis,,Latin 61209
zcmxh,,针齿马先蒿,Pedicularis subulatidens,,Latin 61209
hlmxh,,华丽马先蒿,Pedicularis superba,,Latin 61209
scmxh,,四川马先蒿,Pedicularis szetschuanica,,Latin 61209
wmscmxh,,网脉四川马先蒿,Pedicularis szetschuanica subsp. anastomosans,,Latin 61209
kyscmxh,,宽叶四川马先蒿,Pedicularis szetschuanica subsp. latifolia,,Latin 61209
dsmxh,,大山马先蒿,Pedicularis tachanensis,,Latin 61209
dhmxh,,大海马先蒿,Pedicularis tahaiensis,,Latin 61209
tbmxh,,塔布马先蒿,Pedicularis takpoensis,,Latin 61209
dlmxh,,大理马先蒿,Pedicularis taliensis,,Latin 61209
chmxh,,颤喙马先蒿,Pedicularis tantalorhyncha,,Latin 61209
dpmxh,,大炮马先蒿,Pedicularis tapaoensis,,Latin 61209
tsmxh,,塔氏马先蒿,Pedicularis tatarinowii,,Latin 61209
djmxh,,打箭马先蒿,Pedicularis tatsienensis,,Latin 61209
tsmxh,,泰氏马先蒿,Pedicularis tayloriana,,Latin 61209
symxh,,宿叶马先蒿,Pedicularis tenacifolia,,Latin 61209
xjmxh,,细茎马先蒿,Pedicularis tenera,,Latin 61209
xjmxh,,纤茎马先蒿,Pedicularis tenuicaulis,,Latin 61209
xlmxh,,纤裂马先蒿,Pedicularis tenuisecta,,Latin 61209
xgmxh,,狭管马先蒿,Pedicularis tenuituba,,Latin 61209
symxh,,三叶马先蒿,Pedicularis ternata,,Latin 61209
gcmxh,,灌丛马先蒿,Pedicularis thamnophila,,Latin 61209
bzgcmxh,,杯状灌丛马先蒿,Pedicularis thamnophila subsp. cupuliformis,,Latin 61209
xzmxh,,西藏马先蒿,Pedicularis tibetica,,Latin 61209
rmmxh,,绒毛马先蒿,Pedicularis tomentosa,,Latin 61209
delmxh,,东俄洛马先蒿,Pedicularis tongolensis,,Latin 61209
nxmxh,,扭旋马先蒿,Pedicularis torta,,Latin 61209
twmxh,,台湾马先蒿,Pedicularis transmorrisonensis,,Latin 61209
sjcmxh,,三角齿马先蒿,Pedicularis triangularidens,,Latin 61209
mycsjcmxh,,猫眼草三角齿马先蒿,Pedicularis triangularidens subsp. chrysosplenioides,,Latin 61209
xlsjcmxh,,狭裂三角齿马先蒿,Pedicularis triangularidens var. angustiloba,,Latin 61209
mzmxh,,毛舟马先蒿,Pedicularis trichocymba,,Latin 61209
mkmxh,,毛盔马先蒿,Pedicularis trichoglossa,,Latin 61209
xmmxh,,须毛马先蒿,Pedicularis trichomata,,Latin 61209
ssmxh,,三色马先蒿,Pedicularis tricolor,,Latin 61209
dassmxh,,等凹三色马先蒿,Pedicularis tricolor var. aequiretusa,,Latin 61209
yymxh,,阴郁马先蒿,Pedicularis tristis,,Latin 61209
csmxh,,蔡氏马先蒿,Pedicularis tsaii,,Latin 61209
csmxh,,苍山马先蒿,Pedicularis tsangchanensis,,Latin 61209
clmxh,,察郎马先蒿,Pedicularis tsarungensis,,Latin 61209
ckmxh,,茨口马先蒿,Pedicularis tsekouensis,,Latin 61209
jsmxh,,蒋氏马先蒿,Pedicularis tsiangii,,Latin 61209
szmxh,,水泽马先蒿,Pedicularis uliginosa,,Latin 61209
shmxh,,伞花马先蒿,Pedicularis umbelliformis,,Latin 61209
temxh,,坛萼马先蒿,Pedicularis urceolata,,Latin 61209
msmxh,,蔓生马先蒿,Pedicularis vagans,,Latin 61209
sjcmxh,,三角齿马先蒿,Pedicularis var. triangularidens,,Latin 61209
bsmxh,,变色马先蒿,Pedicularis variegata,,Latin 61209
xlmxh,,秀丽马先蒿,Pedicularis venusta,,Latin 61209
mbcymxh,,马鞭草叶马先蒿,Pedicularis verbenaefolia,,Latin 61209
mbcymxh,,马鞭草叶马先蒿,Pedicularis verbenifolia,,Latin 61209
dhymxh,,地黄叶马先蒿,Pedicularis veronicifolia,,Latin 61209
lymxh,,轮叶马先蒿,Pedicularis verticillata,,Latin 61209
kllymxh,,宽裂轮叶马先蒿,Pedicularis verticillata subsp. latisecta,,Latin 61209
tgtlymxh,,唐古特轮叶马先蒿,Pedicularis verticillata subsp. tangutica,,Latin 61209
wsmxh,,维氏马先蒿,Pedicularis vialii,,Latin 61209
jsmxh,,堇色马先蒿,Pedicularis violascens,,Latin 61209
wsmxh,,瓦氏马先蒿,Pedicularis wallichii,,Latin 61209
hsmxh,,华氏马先蒿,Pedicularis wardii,,Latin 61209
wxmxh,,维西马先蒿,Pedicularis weixiensis,,Latin 61209
wsmxh,,魏氏马先蒿,Pedicularis wilsonii,,Latin 61209
xcmxh,,乡城马先蒿,Pedicularis xiangchengensis,,Latin 61209
yymxh,,盐源马先蒿,Pedicularis yanyuanensis,,Latin 61209
ysmxh,,瑶山马先蒿,Pedicularis yaoshanensis,,Latin 61209
jcmxh,,季川马先蒿,Pedicularis yui,,Latin 61209
ymjcmxh,,缘毛季川马先蒿,Pedicularis yui var. ciliata,,Latin 61209
ynmxh,,云南马先蒿,Pedicularis yunnanensis,,Latin 61209
cymxh,,察隅马先蒿,Pedicularis zayuensis,,Latin 61209
zdmxh,,中甸马先蒿,Pedicularis zhongdianensis,,Latin 61209
hqshs,,红雀珊瑚属,Pedilanthus,,Latin 61209
hqsh,,红雀珊瑚,Pedilanthus tithymaloides,,Latin 61209
xmlyplt,,喜马拉雅片鳞苔,Pedinolejeunea himalayensis,,Latin 61209
pyt,,平叶苔,Pedinophyllum interruptum,,Latin 61209
depyt,,大萼平叶苔,Pedinophyllum truncatum,,Latin 61209
yhys,,月华玉属,Pediocactus,,Latin 61209
dhjs,,单花荠属,Pegaeophyton,,Latin 61209
zgdhj,,窄隔单花荠,Pegaeophyton angustiseptatum,,Latin 61209
xdhj,,小单花荠,Pegaeophyton minutum,,Latin 61209
nbedhj,,尼泊尔单花荠,Pegaeophyton nepalense,,Latin 61209
dhj,,单花荠,Pegaeophyton scapiflorum,,Latin 61209
czdhj,,粗壮单花荠,Pegaeophyton scapiflorum subsp. robustum,,Latin 61209
medhj,,毛萼单花荠,Pegaeophyton scapiflorum var. pilosicalyx,,Latin 61209
ltpk,,骆驼蓬科,Peganaceae,,Latin 61209
ltps,,骆驼蓬属,Peganum,,Latin 61209
ltp,,骆驼蓬,Peganum harmala,,Latin 61209
dlltp,,多裂骆驼蓬,Peganum multisectum,,Latin 61209
lth,,骆驼蒿,Peganum nigellastrum,,Latin 61209
tqs,,藤漆属,Pegia,,Latin 61209
tq,,藤漆,Pegia nitida,,Latin 61209
lht,,利黄藤,Pegia sarmentosa,,Latin 61209
cwjs,,叉尾菊属,Pegolettia,,Latin 61209
tzks,,天竺葵属,Pelargonium,,Latin 61209
jtzk,,家天竺葵,Pelargonium domesticum,,Latin 61209
xytzk,,香叶天竺葵,Pelargonium graveolens,,Latin 61209
tzk,,天竺葵,Pelargonium hortorum,,Latin 61209
fytzk,,枫叶天竺葵,Pelargonium hortorum cv. Vancouver Centennial,,Latin 61209
dytzk,,盾叶天竺葵,Pelargonium peltatum,,Latin 61209
jytzk,,菊叶天竺葵,Pelargonium radula,,Latin 61209
fjz,,附加种,Pelargonium Sect. Addenda,,Latin 61209
mtwtzk,,马蹄纹天竺葵,Pelargonium zonale,,Latin 61209
zzls,,钻柱兰属,Pelatantheria,,Latin 61209
wszzl,,尾丝钻柱兰,Pelatantheria bicuspidata,,Latin 61209
jwzzl,,锯尾钻柱兰,Pelatantheria ctenoglossum,,Latin 61209
zzl,,钻柱兰,Pelatantheria rivesii,,Latin 61209
ftqs,,斧突球属,Pelecyphora,,Latin 61209
elhzx,,二列鹤嘴藓,Pelekium bifarium,,Latin 61209
hzx,,鹤嘴藓,Pelekium velatum,,Latin 61209
fgls,,肥根兰属,Pelexia,,Latin 61209
fgl,,肥根兰,Pelexia obliqua,,Latin 61209
qzcs,,球子草属,Peliosanthes,,Latin 61209
dxqzc,,滇西球子草,Peliosanthes dehongensis,,Latin 61209
tdqzc,,台东球子草,Peliosanthes kaoi,,Latin 61209
dgqzc,,大盖球子草,Peliosanthes macrostegia,,Latin 61209
cbqzc,,长苞球子草,Peliosanthes ophiopogonoides,,Latin 61209
csqzc,,粗穗球子草,Peliosanthes pachystachya,,Latin 61209
wbqzc,,无柄球子草,Peliosanthes sessile,,Latin 61209
pfqzc,,匍匐球子草,Peliosanthes sinica,,Latin 61209
chqzc,,簇花球子草,Peliosanthes teta,,Latin 61209
ynqzc,,云南球子草,Peliosanthes yunnanensis,,Latin 61209
shss,,山红树属,Pellacalyx,,Latin 61209
shs,,山红树,Pellacalyx yunnanensis,,Latin 61209
hjs,,旱蕨属,Pellaea,,Latin 61209
schj,,四川旱蕨,Pellaea connectens,,Latin 61209
sjyhj,,三角羽旱蕨,Pellaea hastata,,Latin 61209
dxhj,,滇西旱蕨,Pellaea mairei,,Latin 61209
hj,,旱蕨,Pellaea nitidula,,Latin 61209
ychj,,宜昌旱蕨,Pellaea patula,,Latin 61209
fwhj,,凤尾旱蕨,Pellaea paupercula,,Latin 61209
xnhj,,西南旱蕨,Pellaea smithii,,Latin 61209
hghj,,禾秆旱蕨,Pellaea straminea,,Latin 61209
xzhj,,西藏旱蕨,Pellaea straminea var. tibetica,,Latin 61209
mhj,,毛旱蕨,Pellaea trichophylla,,Latin 61209
ynhj,,云南旱蕨,Pellaea yunnanensis,,Latin 61209
sbhs,,三瓣花属,Pelletiera,,Latin 61209
sbh,,三瓣花,Pelletiera serpyllifolia,,Latin 61209
hyxt,,花叶溪苔,Pellia endiviifolia,,Latin 61209
xt,,溪苔,Pellia epiphylla,,Latin 61209
blxt,,波绿溪苔,Pellia neesiana,,Latin 61209
xtk,,溪苔科,Pelliaceae,,Latin 61209
jhsk,,假红树科,Pellicieraceae,,Latin 61209
ccs,,赤车属,Pellionia,,Latin 61209
jccc,,尖齿赤车,Pellionia acutidentata,,Latin 61209
djcc,,短角赤车,Pellionia brachyceras,,Latin 61209
dycc,,短叶赤车,Pellionia brevifolia,,Latin 61209
cjcc,,翅茎赤车,Pellionia caulialata,,Latin 61209
txcc,,头序赤车,Pellionia cephaloidea,,Latin 61209
fncc,,富宁赤车,Pellionia funingensis,,Latin 61209
hncc,,华南赤车,Pellionia grijsii,,Latin 61209
ybcc,,异被赤车,Pellionia heteroloba,,Latin 61209
xybcc,,小异被赤车,Pellionia heteroloba var. minor,,Latin 61209
qycc,,全缘赤车,Pellionia heyneana,,Latin 61209
ymcc,,羽脉赤车,Pellionia incisoserrata,,Latin 61209
cbcc,,长柄赤车,Pellionia latifolia,,Latin 61209
ggcc,,光果赤车,Pellionia leiocarpa,,Latin 61209
cgcc,,长梗赤车,Pellionia longipedunculata,,Latin 61209
dycc,,大叶赤车,Pellionia macrophylla,,Latin 61209
xcc,,小赤车,Pellionia minima,,Latin 61209
dncc,,滇南赤车,Pellionia paucidentata,,Latin 61209
hncc,,海南赤车,Pellionia paucidentata var. hainanica,,Latin 61209
cc,,赤车,Pellionia radicans,,Latin 61209
cjcc,,Pellionia,radicans f. grandis,,Latin 61209
tyh,,吐烟花,Pellionia repens,,Latin 61209
qmcc,,曲毛赤车,Pellionia retrohispida,,Latin 61209
mcc,,蔓赤车,Pellionia scabra,,Latin 61209
txccz,,头序赤车组,Pellionia Sect. Elatostematopsis,,Latin 61209
qyccz,,全缘赤车组,Pellionia Sect. Pileoides,,Latin 61209
cjccx,,翅茎赤车系,Pellionia Ser. Caulialatae,,Latin 61209
ymccx,,羽脉赤车系,Pellionia Ser. Incisoserratae,,Latin 61209
ggccx,,光果赤车系,Pellionia Ser. Leiocarpae,,Latin 61209
ccx,,赤车系,Pellionia Ser. Radicantes,,Latin 61209
tyhx,,吐烟花系,Pellionia Ser. Repentes,,Latin 61209
lccx,,绿赤车系,Pellionia Ser. Virides,,Latin 61209
bycc,,波缘赤车,Pellionia subundulata,,Latin 61209
xycc,,狭叶赤车,Pellionia subundulata var. angustifolia,,Latin 61209
ymcc,,硬毛赤车,Pellionia veronicoides,,Latin 61209
lcc,,绿赤车,Pellionia viridis,,Latin 61209
xjlcc,,斜基绿赤车,Pellionia viridis var. basiinaequalis,,Latin 61209
yncc,,云南赤车,Pellionia yunnanense,,Latin 61209
yncc,,云南赤车,Pellionia yunnanensis,,Latin 61209
jbcs,,涧边草属,Peltoboykinia,,Latin 61209
jbc,,涧边草,Peltoboykinia tellimoides,,Latin 61209
nfmgs,,南非毛茛属,Peltocalathos,,Latin 61209
nfmg,,南非毛茛,Peltocalathos baurii,,Latin 61209
dzms,,盾柱木属,Peltophorum,,Latin 61209
yz,,银珠,Peltophorum dasyrrhachis var. tonkinensis,,Latin 61209
dzm,,盾柱木,Peltophorum pterocarpum,,Latin 61209
mhjs,,毛黄菊属,Pelucha,,Latin 61209
mhj,,毛黄菊,Pelucha trifida,,Latin 61209
klehjs,,宽鳞鹅河菊属,Pembertonia,,Latin 61209
klehj,,宽鳞鹅河菊,Pembertonia latisquamata,,Latin 61209
syhs,,水芫花属,Pemphis,,Latin 61209
syh,,水芫花,Pemphis acidula,,Latin 61209
gemk,,管萼木科,Penaeaceae,,Latin 61209
bhts,,半花藤属,Penianthus,,Latin 61209
kgzs,,块根柱属,Peniocereus,,Latin 61209
jcls,,巾唇兰属,Pennilabium,,Latin 61209
jcl,,巾唇兰,Pennilabium proboscideum,,Latin 61209
ynjcl,,云南巾唇兰,Pennilabium yunnanense,,Latin 61209
lwcs,,狼尾草属,Pennisetum,,Latin 61209
lwc,,狼尾草,Pennisetum alopecuroides,,Latin 61209
lplwc,,兰坪狼尾草,Pennisetum centrasiaticum var. lanpingense,,Latin 61209
pdlwc,,铺地狼尾草,Pennisetum cladestinum,,Latin 61209
pdlwc,,铺地狼尾草,Pennisetum clandestinum,,Latin 61209
bc,,白草,Pennisetum flaccidum,,Latin 61209
yg,,御谷,Pennisetum glaucum,,Latin 61209
xzlwc,,西藏狼尾草,Pennisetum lanatum,,Latin 61209
cxlwc,,长序狼尾草,Pennisetum longissimum,,Latin 61209
zxlwc,,中型狼尾草,Pennisetum longissimum var. intermedium,,Latin 61209
mdlwc,,牧地狼尾草,Pennisetum polystachion,,Latin 61209
xc,,象草,Pennisetum purpureum,,Latin 61209
qnlwc,,乾宁狼尾草,Pennisetum qianningense,,Latin 61209
l[sjczt]cz,,戾[上加草字头]草组,Pennisetum Sect. Gymnothrix,,Latin 61209
ygz,,御谷组,Pennisetum Sect. Penicillaria,,Latin 61209
sxlwc,,陕西狼尾草,Pennisetum shaanxiense,,Latin 61209
sclwc,,四川狼尾草,Pennisetum sichuanense,,Latin 61209
dzls,,钓钟柳属,Penstemon,,Latin 61209
wrh,,五蕊花,Penstemon barbatus,,Latin 61209
wxjs,,五蟹甲属,Pentacalia,,Latin 61209
